1,2,1,1,2,3,1,4,4,1,2,3,3,3,4,4,4,2,4,1,4,4,1,2,4,3,3,3,4,3,4,1,2,2,4,3,3,4,3,4,2,4,4,4,1,4,3,3,2,4,4,2,4,1,2,4,4,1,3,3,104
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,105
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,112
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,114
2,2,1,2,1,1,1,1,4,4,1,4,1,3,3,3,1,2,2,2,4,1,4,1,3,1,2,1,1,3,2,2,1,3,3,3,4,4,4,2,4,2,4,4,2,2,4,2,2,1,2,3,1,4,3,2,4,3,2,3,104
4,3,1,3,3,3,1,4,3,2,3,3,2,1,2,4,4,1,4,3,1,1,3,3,1,2,3,2,1,2,2,4,2,3,1,1,3,1,2,2,3,2,3,3,2,2,2,1,3,4,2,3,4,2,3,4,4,1,2,2,104
3,1,4,2,2,2,1,3,4,1,1,3,3,3,4,1,2,1,4,1,4,1,1,2,2,2,2,4,2,3,3,4,2,1,1,3,3,1,2,4,2,3,2,2,1,3,3,1,1,3,4,2,3,2,1,3,2,1,4,1,109
3,1,4,2,2,2,1,3,4,1,1,3,3,3,4,1,2,1,4,1,4,1,1,2,2,2,2,4,2,3,3,4,2,1,1,3,3,1,2,4,2,3,2,2,1,3,3,1,1,3,4,2,3,2,1,3,2,1,4,1,112
4,4,1,4,2,3,1,2,1,1,2,1,1,1,4,2,1,2,4,3,2,4,2,1,1,4,1,2,2,3,2,1,2,2,3,4,2,3,2,3,4,4,2,3,1,4,2,4,2,2,2,2,2,3,3,4,1,2,4,2,110
4,4,1,4,2,3,1,2,1,1,2,1,1,1,4,2,1,2,4,3,2,4,2,1,1,4,1,2,2,3,2,1,2,2,3,4,2,3,2,3,4,4,2,3,1,4,2,4,2,2,2,2,2,3,3,4,1,2,4,2,114
2,3,1,4,1,2,2,3,1,3,2,3,3,3,2,1,2,4,2,3,4,2,4,4,4,3,1,3,2,3,4,1,4,1,3,3,3,1,4,2,2,2,2,3,1,1,3,3,4,2,1,1,3,4,1,1,1,3,2,4,113
4,2,2,4,4,4,3,4,1,4,1,2,1,3,4,3,1,1,3,2,4,2,3,4,2,2,1,3,1,2,2,1,4,1,3,4,3,4,3,1,4,4,1,2,3,2,3,4,4,2,4,1,2,4,3,2,4,2,4,2,103
1,1,2,3,4,4,1,4,3,1,3,4,3,2,4,2,4,1,4,2,1,3,3,4,1,1,2,2,2,4,1,2,4,2,3,4,1,3,3,3,2,2,4,4,4,3,3,4,3,4,2,1,3,4,3,2,1,4,1,1,108
1,1,2,4,2,2,1,2,3,2,4,2,4,4,1,2,2,2,1,3,3,2,2,2,3,2,3,2,2,3,4,3,1,2,4,4,3,4,4,2,3,2,3,3,2,4,1,2,4,4,3,4,2,2,2,1,2,1,1,1,101
1,1,2,4,2,2,1,2,3,2,4,2,4,4,1,2,2,2,1,3,3,2,2,2,3,2,3,2,2,3,4,3,1,2,4,4,3,4,4,2,3,2,3,3,2,4,1,2,4,4,3,4,2,2,2,1,2,1,1,1,103
1,1,2,4,2,2,1,2,3,2,4,2,4,4,1,2,2,2,1,3,3,2,2,2,3,2,3,2,2,3,4,3,1,2,4,4,3,4,4,2,3,2,3,3,2,4,1,2,4,4,3,4,2,2,2,1,2,1,1,1,104
4,2,3,2,3,3,4,4,4,2,2,2,3,1,2,4,4,3,4,4,4,2,4,1,3,3,3,3,4,4,4,4,4,1,2,1,1,3,2,3,3,1,2,4,4,4,3,3,4,3,2,1,3,1,4,3,3,1,4,2,108
3,3,2,1,4,3,1,1,4,3,3,3,4,4,3,1,3,2,3,4,2,1,4,2,3,4,2,3,1,2,3,2,3,4,2,2,3,4,2,3,2,1,4,3,1,4,3,4,1,2,2,3,4,1,2,2,2,1,3,1,108
3,3,2,1,4,3,1,1,4,3,3,3,4,4,3,1,3,2,3,4,2,1,4,2,3,4,2,3,1,2,3,2,3,4,2,2,3,4,2,3,2,1,4,3,1,4,3,4,1,2,2,3,4,1,2,2,2,1,3,1,113
2,3,4,1,1,2,2,3,3,2,4,4,3,3,4,4,3,2,4,2,1,2,3,2,2,3,3,2,4,4,1,1,1,2,2,1,4,3,3,3,4,2,3,4,1,4,1,1,3,2,3,1,2,1,2,1,4,2,1,3,106
2,3,4,1,1,2,2,3,3,2,4,4,3,3,4,4,3,2,4,2,1,2,3,2,2,3,3,2,4,4,1,1,1,2,2,1,4,3,3,3,4,2,3,4,1,4,1,1,3,2,3,1,2,1,2,1,4,2,1,3,107
2,1,4,1,4,3,3,2,4,1,1,3,3,1,4,2,1,2,3,2,1,3,3,3,1,2,2,2,1,2,2,2,4,3,1,2,4,1,2,1,4,1,3,1,1,3,2,4,3,4,4,4,2,4,4,3,2,2,2,2,103
1,3,4,2,3,1,2,4,4,4,2,1,1,1,4,3,1,3,1,1,3,1,3,1,4,3,1,3,2,1,2,3,3,4,1,1,4,3,3,4,4,4,4,2,1,1,1,1,4,3,1,4,3,3,2,3,2,2,4,4,106
4,3,2,3,3,4,3,1,1,3,4,1,3,3,1,2,2,1,3,2,1,1,2,4,3,1,2,1,4,1,2,2,3,3,4,3,2,1,1,3,1,4,3,3,1,1,2,4,3,4,1,1,1,3,3,1,1,3,2,3,101
1,2,1,3,3,3,3,3,4,3,4,1,2,3,3,1,2,1,4,2,2,1,2,4,1,1,2,1,3,3,3,3,3,3,2,3,4,2,3,1,4,4,2,4,3,2,2,2,1,2,2,2,4,1,1,1,3,2,4,3,102
4,1,2,2,4,4,4,2,4,2,1,2,3,3,2,2,2,4,2,2,4,4,4,1,2,3,2,2,1,2,3,3,2,3,1,1,4,3,1,2,1,4,1,4,3,3,2,4,4,3,2,1,2,4,4,1,4,2,3,4,103
4,1,2,2,4,4,4,2,4,2,1,2,3,3,2,2,2,4,2,2,4,4,4,1,2,3,2,2,1,2,3,3,2,3,1,1,4,3,1,2,1,4,1,4,3,3,2,4,4,3,2,1,2,4,4,1,4,2,3,4,110
4,3,3,1,3,2,2,4,2,1,4,3,3,2,4,1,2,2,4,4,4,2,2,2,4,4,2,1,2,3,3,1,1,1,2,4,1,2,1,2,3,4,3,3,3,3,4,4,2,2,2,1,1,1,1,1,1,4,2,3,108
4,3,3,1,3,2,2,4,2,1,4,3,3,2,4,1,2,2,4,4,4,2,2,2,4,4,2,1,2,3,3,1,1,1,2,4,1,2,1,2,3,4,3,3,3,3,4,4,2,2,2,1,1,1,1,1,1,4,2,3,110
3,4,3,2,3,2,3,2,1,3,2,4,4,3,1,1,1,2,3,3,1,3,4,2,4,1,2,3,2,2,1,2,4,1,3,2,2,4,4,1,3,1,3,3,2,2,2,2,1,3,1,1,2,1,3,1,3,1,2,2,107
1,2,1,1,2,3,1,4,4,1,2,3,3,3,4,4,4,2,4,1,4,4,1,2,4,3,3,3,4,3,4,1,2,2,4,3,3,4,3,4,2,4,4,4,1,4,3,3,2,4,4,2,4,1,2,4,4,1,3,3,104
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,105
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,112
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,114
2,2,1,2,1,1,1,1,4,4,1,4,1,3,3,3,1,2,2,2,4,1,4,1,3,1,2,1,1,3,2,2,1,3,3,3,4,4,4,2,4,2,4,4,2,2,4,2,2,1,2,3,1,4,3,2,4,3,2,3,104
4,3,1,3,3,3,1,4,3,2,3,3,2,1,2,4,4,1,4,3,1,1,3,3,1,2,3,2,1,2,2,4,2,3,1,1,3,1,2,2,3,2,3,3,2,2,2,1,3,4,2,3,4,2,3,4,4,1,2,2,104
3,1,4,2,2,2,1,3,4,1,1,3,3,3,4,1,2,1,4,1,4,1,1,2,2,2,2,4,2,3,3,4,2,1,1,3,3,1,2,4,2,3,2,2,1,3,3,1,1,3,4,2,3,2,1,3,2,1,4,1,109
3,1,4,2,2,2,1,3,4,1,1,3,3,3,4,1,2,1,4,1,4,1,1,2,2,2,2,4,2,3,3,4,2,1,1,3,3,1,2,4,2,3,2,2,1,3,3,1,1,3,4,2,3,2,1,3,2,1,4,1,112
4,4,1,4,2,3,1,2,1,1,2,1,1,1,4,2,1,2,4,3,2,4,2,1,1,4,1,2,2,3,2,1,2,2,3,4,2,3,2,3,4,4,2,3,1,4,2,4,2,2,2,2,2,3,3,4,1,2,4,2,110
4,4,1,4,2,3,1,2,1,1,2,1,1,1,4,2,1,2,4,3,2,4,2,1,1,4,1,2,2,3,2,1,2,2,3,4,2,3,2,3,4,4,2,3,1,4,2,4,2,2,2,2,2,3,3,4,1,2,4,2,114
2,3,1,4,1,2,2,3,1,3,2,3,3,3,2,1,2,4,2,3,4,2,4,4,4,3,1,3,2,3,4,1,4,1,3,3,3,1,4,2,2,2,2,3,1,1,3,3,4,2,1,1,3,4,1,1,1,3,2,4,113
4,2,2,4,4,4,3,4,1,4,1,2,1,3,4,3,1,1,3,2,4,2,3,4,2,2,1,3,1,2,2,1,4,1,3,4,3,4,3,1,4,4,1,2,3,2,3,4,4,2,4,1,2,4,3,2,4,2,4,2,103
1,1,2,3,4,4,1,4,3,1,3,4,3,2,4,2,4,1,4,2,1,3,3,4,1,1,2,2,2,4,1,2,4,2,3,4,1,3,3,3,2,2,4,4,4,3,3,4,3,4,2,1,3,4,3,2,1,4,1,1,108
1,1,2,4,2,2,1,2,3,2,4,2,4,4,1,2,2,2,1,3,3,2,2,2,3,2,3,2,2,3,4,3,1,2,4,4,3,4,4,2,3,2,3,3,2,4,1,2,4,4,3,4,2,2,2,1,2,1,1,1,101
1,1,2,4,2,2,1,2,3,2,4,2,4,4,1,2,2,2,1,3,3,2,2,2,3,2,3,2,2,3,4,3,1,2,4,4,3,4,4,2,3,2,3,3,2,4,1,2,4,4,3,4,2,2,2,1,2,1,1,1,103
1,1,2,4,2,2,1,2,3,2,4,2,4,4,1,2,2,2,1,3,3,2,2,2,3,2,3,2,2,3,4,3,1,2,4,4,3,4,4,2,3,2,3,3,2,4,1,2,4,4,3,4,2,2,2,1,2,1,1,1,104
4,2,3,2,3,3,4,4,4,2,2,2,3,1,2,4,4,3,4,4,4,2,4,1,3,3,3,3,4,4,4,4,4,1,2,1,1,3,2,3,3,1,2,4,4,4,3,3,4,3,2,1,3,1,4,3,3,1,4,2,108
3,3,2,1,4,3,1,1,4,3,3,3,4,4,3,1,3,2,3,4,2,1,4,2,3,4,2,3,1,2,3,2,3,4,2,2,3,4,2,3,2,1,4,3,1,4,3,4,1,2,2,3,4,1,2,2,2,1,3,1,108
3,3,2,1,4,3,1,1,4,3,3,3,4,4,3,1,3,2,3,4,2,1,4,2,3,4,2,3,1,2,3,2,3,4,2,2,3,4,2,3,2,1,4,3,1,4,3,4,1,2,2,3,4,1,2,2,2,1,3,1,113
2,3,4,1,1,2,2,3,3,2,4,4,3,3,4,4,3,2,4,2,1,2,3,2,2,3,3,2,4,4,1,1,1,2,2,1,4,3,3,3,4,2,3,4,1,4,1,1,3,2,3,1,2,1,2,1,4,2,1,3,106
2,3,4,1,1,2,2,3,3,2,4,4,3,3,4,4,3,2,4,2,1,2,3,2,2,3,3,2,4,4,1,1,1,2,2,1,4,3,3,3,4,2,3,4,1,4,1,1,3,2,3,1,2,1,2,1,4,2,1,3,107
2,1,4,1,4,3,3,2,4,1,1,3,3,1,4,2,1,2,3,2,1,3,3,3,1,2,2,2,1,2,2,2,4,3,1,2,4,1,2,1,4,1,3,1,1,3,2,4,3,4,4,4,2,4,4,3,2,2,2,2,103
1,3,4,2,3,1,2,4,4,4,2,1,1,1,4,3,1,3,1,1,3,1,3,1,4,3,1,3,2,1,2,3,3,4,1,1,4,3,3,4,4,4,4,2,1,1,1,1,4,3,1,4,3,3,2,3,2,2,4,4,106
4,3,2,3,3,4,3,1,1,3,4,1,3,3,1,2,2,1,3,2,1,1,2,4,3,1,2,1,4,1,2,2,3,3,4,3,2,1,1,3,1,4,3,3,1,1,2,4,3,4,1,1,1,3,3,1,1,3,2,3,101
1,2,1,3,3,3,3,3,4,3,4,1,2,3,3,1,2,1,4,2,2,1,2,4,1,1,2,1,3,3,3,3,3,3,2,3,4,2,3,1,4,4,2,4,3,2,2,2,1,2,2,2,4,1,1,1,3,2,4,3,102
4,1,2,2,4,4,4,2,4,2,1,2,3,3,2,2,2,4,2,2,4,4,4,1,2,3,2,2,1,2,3,3,2,3,1,1,4,3,1,2,1,4,1,4,3,3,2,4,4,3,2,1,2,4,4,1,4,2,3,4,103
4,1,2,2,4,4,4,2,4,2,1,2,3,3,2,2,2,4,2,2,4,4,4,1,2,3,2,2,1,2,3,3,2,3,1,1,4,3,1,2,1,4,1,4,3,3,2,4,4,3,2,1,2,4,4,1,4,2,3,4,110
4,3,3,1,3,2,2,4,2,1,4,3,3,2,4,1,2,2,4,4,4,2,2,2,4,4,2,1,2,3,3,1,1,1,2,4,1,2,1,2,3,4,3,3,3,3,4,4,2,2,2,1,1,1,1,1,1,4,2,3,108
4,3,3,1,3,2,2,4,2,1,4,3,3,2,4,1,2,2,4,4,4,2,2,2,4,4,2,1,2,3,3,1,1,1,2,4,1,2,1,2,3,4,3,3,3,3,4,4,2,2,2,1,1,1,1,1,1,4,2,3,110
3,4,3,2,3,2,3,2,1,3,2,4,4,3,1,1,1,2,3,3,1,3,4,2,4,1,2,3,2,2,1,2,4,1,3,2,2,4,4,1,3,1,3,3,2,2,2,2,1,3,1,1,2,1,3,1,3,1,2,2,107
1,2,1,1,2,3,1,4,4,1,2,3,3,3,4,4,4,2,4,1,4,4,1,2,4,3,3,3,4,3,4,1,2,2,4,3,3,4,3,4,2,4,4,4,1,4,3,3,2,4,4,2,4,1,2,4,4,1,3,3,104
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,105
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,112
1,1,4,2,2,4,2,3,2,4,1,1,3,3,1,1,2,3,1,2,1,1,1,2,3,2,2,1,2,4,3,2,2,3,4,3,2,4,1,4,3,3,2,2,3,3,4,2,1,3,4,4,3,4,1,3,1,2,3,1,114
2,2,1,2,1,1,1,1,4,4,1,4,1,3,3,3,1,2,2,2,4,1,4,1,3,1,2,1,1,3,2,2,1,3,3,3,4,4,4,2,4,2,4,4,2,2,4,2,2,1,2,3,1,4,3,2,4,3,2,3,104
4,3,1,3,3,3,1,4,3,2,3,3,2,1,2,4,4,1,4,3,1,1,3,3,1,2,3,2,1,2,2,4,2,3,1,1,3,1,2,2,3,2,3,3,2,2,2,1,3,4,2,3,4,2,3,4,4,1,2,2,104
3,1,4,2,2,2,1,3,4,1,1,3,3,3,4,1,2,1,4,1,4,1,1,2,2,2,2,4,2,3,3,4,2,1,1,3,3,1,2,4,2,3,2,2,1,3,3,1,1,3,4,2,3,2,1,3,2,1,4,1,109
3,1,4,2,2,2,1,3,4,1,1,3,3,3,4,1,2,1,4,1,4,1,1,2,2,2,2,4,2,3,3,4,2,1,1,3,3,1,2,4,2,3,2,2,1,3,3,1,1,3,4,2,3,2,1,3,2,1,4,1,112
4,4,1,4,2,3,1,2,1,1,2,1,1,1,4,2,1,2,4,3,2,4,2,1,1,4,1,2,2,3,2,1,2,2,3,4,2,3,2,3,4,4,2,3,1,4,2,4,2,2,2,2,2,3,3,4,1,2,4,2,110
4,4,1,4,2,3,1,2,1,1,2,1,1,1,4,2,1,2,4,3,2,4,2,1,1,4,1,2,2,3,2,1,2,2,3,4,2,3,2,3,4,4,2,3,1,4,2,4,2,2,2,2,2,3,3,4,1,2,4,2,114
2,3,1,4,1,2,2,3,1,3,2,3,3,3,2,1,2,4,2,3,4,2,4,4,4,3,1,3,2,3,4,1,4,1,3,3,3,1,4,2,2,2,2,3,1,1,3,3,4,2,1,1,3,4,1,1,1,3,2,4,113
4,2,2,4,4,4,3,4,1,4,1,2,1,3,4,3,1,1,3,2,4,2,3,4,2,2,1,3,1,2,2,1,4,1,3,4,3,4,3,1,4,4,1,2,3,2,3,4,4,2,4,1,2,4,3,2,4,2,4,2,103
1,1,2,3,4,4,1,4,3,1,3,4,3,2,4,2,4,1,4,2,1,3,3,4,1,1,2,2,2,4,1,2,4,2,3,4,1,3,3,3,2,2,4,4,4,3,3,4,3,4,2,1,3,4,3,2,1,4,1,1,108
1,1,1,4,4,1,1,2,1,1,3,4,4,4,4,2,2,4,1,3,3,2,2,4,3,3,1,4,1,4,3,1,4,3,3,3,3,3,3,2,1,3,1,2,3,1,1,4,4,3,3,1,1,3,2,1,4,3,1,4,103
2,1,1,1,1,4,1,2,1,3,3,3,1,4,2,3,4,2,1,1,3,4,1,1,3,1,4,2,2,3,4,1,1,4,2,4,3,1,2,3,1,2,4,2,1,4,3,3,4,3,2,1,4,4,4,4,3,3,3,4,104
2,1,1,1,1,4,1,2,1,3,3,3,1,4,2,3,4,2,1,1,3,4,1,1,3,1,4,2,2,3,4,1,1,4,2,4,3,1,2,3,1,2,4,2,1,4,3,3,4,3,2,1,4,4,4,4,3,3,3,4,106
1,3,1,2,2,1,1,3,1,1,1,4,2,3,3,1,1,3,4,1,4,3,1,1,2,2,1,4,3,1,3,1,3,2,3,1,1,1,4,3,4,3,2,1,2,1,4,2,3,4,2,3,3,2,4,1,3,1,1,1,102
1,3,1,2,2,1,1,3,1,1,1,4,2,3,3,1,1,3,4,1,4,3,1,1,2,2,1,4,3,1,3,1,3,2,3,1,1,1,4,3,4,3,2,1,2,1,4,2,3,4,2,3,3,2,4,1,3,1,1,1,109
1,4,4,4,3,2,4,2,1,3,3,1,1,4,2,3,3,4,4,2,4,4,1,3,2,3,1,3,3,1,1,3,2,3,3,2,4,3,3,2,2,3,4,1,1,4,2,2,1,1,1,2,1,1,3,2,1,3,1,4,101
3,1,2,4,1,4,4,2,3,4,4,2,2,2,2,1,3,1,4,4,4,3,2,2,3,3,3,3,2,2,1,3,2,1,3,2,3,2,1,3,3,2,1,2,3,2,1,1,4,4,4,1,1,4,4,4,4,1,3,2,103
3,1,2,4,1,4,4,2,3,4,4,2,2,2,2,1,3,1,4,4,4,3,2,2,3,3,3,3,2,2,1,3,2,1,3,2,3,2,1,3,3,2,1,2,3,2,1,1,4,4,4,1,1,4,4,4,4,1,3,2,104
3,1,2,4,1,4,4,2,3,4,4,2,2,2,2,1,3,1,4,4,4,3,2,2,3,3,3,3,2,2,1,3,2,1,3,2,3,2,1,3,3,2,1,2,3,2,1,1,4,4,4,1,1,4,4,4,4,1,3,2,115
2,4,2,3,3,4,2,3,1,2,1,1,2,3,1,4,3,2,1,1,3,1,1,1,4,2,2,1,1,3,3,1,3,4,4,4,4,1,4,4,1,3,3,4,1,4,3,3,2,3,3,4,4,2,3,1,3,4,4,3,112
2,4,2,3,3,4,2,3,1,2,1,1,2,3,1,4,3,2,1,1,3,1,1,1,4,2,2,1,1,3,3,1,3,4,4,4,4,1,4,4,1,3,3,4,1,4,3,3,2,3,3,4,4,2,3,1,3,4,4,3,113
4,2,4,2,1,2,3,3,1,1,1,2,3,1,1,3,1,1,2,4,2,1,3,3,1,2,3,1,2,3,3,2,1,2,3,1,1,4,2,2,4,1,1,3,3,1,1,2,3,1,3,1,3,3,3,1,1,4,3,2,108
4,2,4,2,1,2,3,3,1,1,1,2,3,1,1,3,1,1,2,4,2,1,3,3,1,2,3,1,2,3,3,2,1,2,3,1,1,4,2,2,4,1,1,3,3,1,1,2,3,1,3,1,3,3,3,1,1,4,3,2,114
1,3,4,3,3,2,3,4,1,3,3,4,2,4,1,3,4,1,3,3,4,2,1,2,4,3,4,2,4,2,4,3,1,3,3,2,4,1,4,4,4,3,1,2,1,1,3,3,1,3,1,2,2,2,2,2,3,2,3,1,101
1,3,4,3,3,2,3,4,1,3,3,4,2,4,1,3,4,1,3,3,4,2,1,2,4,3,4,2,4,2,4,3,1,3,3,2,4,1,4,4,4,3,1,2,1,1,3,3,1,3,1,2,2,2,2,2,3,2,3,1,109
2,1,2,3,2,4,1,3,4,2,3,2,2,2,3,1,4,2,4,2,1,1,1,1,4,1,2,1,4,4,2,1,1,2,4,3,1,2,2,1,1,4,4,3,4,3,4,4,2,1,2,4,3,3,3,4,3,3,1,3,108
4,2,3,1,1,3,3,2,4,3,3,1,3,1,2,3,2,4,4,4,3,1,2,1,1,4,2,1,3,1,3,1,3,4,4,4,4,1,3,3,3,3,3,1,2,1,2,1,4,2,2,4,2,3,4,3,1,4,3,2,103
4,2,3,1,1,3,3,2,4,3,3,1,3,1,2,3,2,4,4,4,3,1,2,1,1,4,2,1,3,1,3,1,3,4,4,4,4,1,3,3,3,3,3,1,2,1,2,1,4,2,2,4,2,3,4,3,1,4,3,2,109
4,3,4,1,3,1,2,4,1,2,1,1,1,4,1,2,3,2,2,3,1,2,4,3,1,1,3,2,1,1,4,2,2,3,1,4,4,3,3,1,2,2,2,3,3,3,4,2,1,1,4,4,3,2,2,2,2,3,4,3,111
4,3,4,1,3,1,2,4,1,2,1,1,1,4,1,2,3,2,2,3,1,2,4,3,1,1,3,2,1,1,4,2,2,3,1,4,4,3,3,1,2,2,2,3,3,3,4,2,1,1,4,4,3,2,2,2,2,3,4,3,112
1,1,1,2,3,2,3,3,3,1,3,1,3,2,3,1,2,2,2,1,3,1,4,1,3,3,1,4,2,1,1,4,2,1,4,1,2,3,2,3,2,2,4,3,1,1,4,4,4,3,3,2,3,1,1,1,1,2,1,3,102
3,4,4,3,3,3,3,1,2,1,4,2,1,1,1,2,4,2,1,3,1,1,4,1,3,4,4,2,2,4,3,3,1,4,2,2,4,2,3,1,3,3,3,2,4,2,3,4,3,4,2,4,4,2,4,3,2,1,3,1,111
3,4,4,3,3,3,3,1,2,1,4,2,1,1,1,2,4,2,1,3,1,1,4,1,3,4,4,2,2,4,3,3,1,4,2,2,4,2,3,1,3,3,3,2,4,2,3,4,3,4,2,4,4,2,4,3,2,1,3,1,114
2,3,1,4,4,3,1,1,4,4,4,2,4,3,4,3,1,1,2,2,4,1,4,4,2,4,3,2,3,3,4,3,1,2,3,1,4,4,1,2,3,3,2,4,2,2,4,4,4,4,2,4,1,2,3,1,3,3,3,1,104
